FACID,FACNAME,CONTACT_PHONE_NUMBER,LATITUDE,LONGITUDE
930001747,"BEVERLY HILLS MEDICAL CENTER, INC",(310) 888-8818,34.068807,-118.404211
930001749,"TOWN CENTER SURGERY CENTER, INC",(661) 260-3021,34.418152,-118.563763
930001750,ENCINO SURGICAL INSTITUTE,(818) 817-0600,34.156884,-118.48752
930001751,SUNRISE SURGICAL CENTER,(818) 782-0555,34.201174,-118.451353
930001752,DIRECTED INTERVENTIONAL SURGERY CENTER,(310) 829-9788,34.038124,-118.474919
930001753,"TORRANCE SURGERY CENTER, L.P.",(310) 517-4880,33.811694,-118.328028
930001754,ORCHID OUTPATIENT MEDICAL & SURGICAL SURGERY CTR,(310) 435-8140,34.067093,-118.39464
930001755,PASADENA ENDOSCOPY CENTER,(626) 793-7114,34.142438,-118.151672
930001756,"SPECIALTY SURGICAL CENTER OF ENCINO, L.P.",(818) 501-1080,34.157668,-118.492806
930001758,SERRA CLINIC SURGERY CENTER,(818) 768-3000,34.239116,-118.393602
930001759,COSMETIC SURGERY CENTER OF SANTA MONICA,(310) 434-2495,34.026478,-118.486746
930001762,ENDOSCOPY CENTER AT SKYPARK,(310) 375-1246,33.812437,-118.347707
930001763,PACIFIC ENDO-SURGICAL CENTER,(310) 326-1666,33.801596,-118.345216
930001771,S & B SURGERY CENTER II,(310) 432-2826,34.066248,-118.408869
930001772,LANDMARK IMAGING SURGICAL CENTER,(310) 914-7336,34.050213,-118.459911
930001773,THE CENTER FOR AMBULATORY SURGICAL TREATMENT,(310) 325-8054,34.060991,-118.44436
930001778,WILSHIRE ENDOSCOPY CENTER,(213) 739-9988,34.061761,-118.292026
930001789,UNITED SURGERY MEDICAL CENTER,(323) 726-0577,34.011157,-118.107691
930001790,CATALINA ISLAND MEDICAL CLINIC,,33.338933,-118.33098
930001791,WEST WILSHIRE MEDICAL SURGICAL CENTER,(310) 477-5558,34.050583,-118.459458
930001795,PACIFIC SURGERY CENTER OF SANTA MONICA,(310) 829-9060,34.029228,-118.479377
930001796,THE ROXBURY CLINIC AND SURGERY CENTER,(310) 246-9979,34.068186,-118.407079
930001801,ADVANCED DIAGNOSTIC & SURGICAL CENTER,(626) 308-9000,34.075537,-118.122952
930001803,MED-LASER SURGICAL CENTER,(323) 727-2550,34.014333,-118.128939
930001804,VALLEY DIGESTIVE HEALTH CENTER,(626) 359-9555,34.142362,-118.021416
930001806,BEDFORD AMBULATORY SURGERY CENTER,(310) 247-1932,34.068453,-118.405538
930001808,"REXFORD OPERATING ROOMS, INC.",(310) 777-0033,34.067093,-118.39464
930001813,GLENDORA DIGESTIVE DISEASE INSTITUTE,(626) 335-1261,34.106919,-117.881455
930001814,SURGICAL INSTITUTE OF LONG BEACH,(562) 426-7111,33.808046,-118.184712
930001815,ENDOSCOPY CENTER OF SANTA MONICA,(310) 453-1871,34.041956,-118.470114
930001817,TRIANGLE SURGERY CENTER,(310) 278-7712,34.06822,-118.407026
930001818,"SPECIALTY SURGICAL CENTER OF BEVERLY HILLS, L.P.",(310) 275-1646,34.066274,-118.380697
930001820,"RODEO DRIVE PLASTIC SURGERY, INC.",(310) 550-6300,34.069843,-118.403693
930001821,"PACIFIC AMBULATORY SURGICAL CENTER, INC.",(818) 906-5330,34.156884,-118.48752
930001824,AALPHA MEDICAL GROUP,(310) 204-4111,34.022453,-118.398152
930001825,WOODGLEN SURGERY CENTER,(626) 610-1850,34.1295,-117.86026
930001827,UNIVERSITY CENTER FOR ASSISTED REPRODUCTION,(213) 975-9990,34.052719,-118.264063
930001830,"BRAND SURGICAL INSTITUTE MEDICAL CENTER, INC.",(818) 243-9999,34.16297,-118.255113
930001833,BEVERLY HILLS SOCIETY OF PLASTIC SURGEONS,(310) 274-0690,34.067794,-118.406698
930001834,"SPECIALTY SURGICAL CENTER OF ARCADIA, L.P.",(310) 659-6333,34.141234,-118.02054
930001835,PLAZA SURGICAL MEDICAL CENTER,(626) 289-2894,34.050979,-118.137988
930001836,ROXSAN SURGERY CENTER,(310) 277-3223,34.068186,-118.407079
930001837,ENCINO SURGICAL MEDICAL CENTER,(818) 784-3125,34.156827,-118.48712
930001838,CENTINELA VALLEY ENDOSCOPY CENTER,(310) 671-7010,33.949116,-118.348039
930001839,"REGENCY SURGEY CENTER, LLC",(818) 789-9988,34.156335,-118.483231
930001840,SAN GABRIEL AMBULATORY SURGERY CENTER,(626) 300-5300,34.100814,-118.10661
930001841,CHEVY CHASE AMBULATORY CENTER,(818) 265-2275,34.136759,-118.23962
930001842,ROBERTSON SURGICAL CENTER,(310) 659-2400,34.068268,-118.383695
940000001,MIRADA HILLS REHABILITATION AND CONVALESCENT HOSP,(562) 947-8691,33.920147,-118.01181
940000005,BROADWAY BY THE SEA,(562) 434-4494,33.765767,-118.160124
940000010,BEL VISTA HEALTHCARE CENTER,(562) 494-5001,33.782604,-118.13541
940000011,BELL CONVALESCENT HOSPITAL,(323) 560-2045,33.969445,-118.1801
940000017,DOWNEY CARE CENTER,(562) 923-9301,33.918216,-118.156517
940000020,BUENA VENTURA POST ACUTE CARE CENTER,(323) 268-0106,34.021634,-118.182598
940000023,REGENCY OAKS POST ACUTE CARE CENTER,(562) 498-3368,33.788923,-118.146794
940000029,WINDSOR CONVALESCENT CENTER OF NORTH LONG BEACH,(562) 428-4681,33.854297,-118.19071
940000030,VILLA SERENA HEALTHCARE CENTER,(562) 437-2797,33.777783,-118.183314
940000031,CATERED MANOR NURSING CENTER,(562) 427-8113,33.830992,-118.190501
940000034,COLONIAL CARE CENTER,(562) 432-5751,33.77295,-118.168194
940000036,LYNWOOD HEALTHCARE CENTER,(310) 537-2500,33.930704,-118.204612
940000037,SANTA FE HEIGHTS HEALTHCARE CENTER LLC,(310) 639-8111,33.913455,-118.217031
940000041,DEL RIO GARDENS CARE CENTER,(562) 927-6586,33.972403,-118.133031
940000042,SHORELINE HEALTHCARE CENTER,(562) 494-4421,33.78262,-118.144809
940000043,EDGEWATER SKILLED NURSING CENTER,(562)434-0974,33.771735,-118.160436
940000062,ALAMITOS BELMONT REHABILITATION HOSPITAL,(562) 434-8421,33.771731,-118.146817
940000072,MARLORA POST ACUTE REHABILITATION HOSPITAL,(562) 494-3311,33.782616,-118.147883
940000074,CALIFORNIA POST-ACUTE CARE,(310) 639-4623,33.931021,-118.203899
940000076,ROYAL OAKS CARE CENTER,(310) 638-9377,33.930525,-118.20639
940000077,"WHITTIER NURSING AND WELLNESS CENTER, INC.",(562) 693-5618,33.969224,-118.032643
940000094,RIO HONDO SUBACUTE & NURSING CENTER,(323) 724-5100,34.014657,-118.094117
940000099,WINDSOR GARDENS CONVALESCENT CENTER OF LONG BEACH,(562) 422-9219,33.874604,-118.154959
940000100,HARBOR VIEW BEHAVIORAL HEALTH CENTER,(562) 591-8701,33.783701,-118.197672
940000109,MONTEBELLO CARE CENTER,(323) 724-1315,34.017879,-118.109378
940000111,WINDSOR PALMS CARE CENTER OF ARTESIA,(562) 865-0271,33.872963,-118.079599
940000112,WOODRUFF CONVALESCENT CENTER,(562) 925-8457,33.869981,-118.117205
950000001,GLADSTONE CARE AND REHABILITATION CENTER,(626) 963-5955,34.113957,-117.871488
950000002,CLAREMONT CARE CENTER,(909) 593-1391,34.10726,-117.745871
950000003,SAN GABRIEL CONVALESCENT CENTER,(626) 280-4820,34.045567,-118.092857
950000009,"GLENDORA GRAND, INC.",(626) 331-0781,34.10554,-117.877343
950000012,ARBOR GLEN CARE CENTER,(626) 963-7531,34.106774,-117.84298
950000013,THE ROWLAND,(626) 967-2741,34.078941,-117.895078
950000014,COVINA REHABILITATION CENTER,(626) 967-3874,34.086319,-117.89373
950000046,ROYAL CREST HEALTH CARE,(626) 915-5621,34.086421,-117.899332
950000019,VISTA COVE CARE CENTER AT SAN GABRIEL,(626) 289-5365,34.094747,-118.112159
950000022,COMMUNITY CARE CENTER,(626) 357-3207,34.122702,-117.990437
950000026,SAN MARINO MANOR,(626) 446-5263,34.122751,-118.068135
950000027,SANTA FE LODGE,(626) 448-4248,34.095075,-118.012576
950000030,BROADWAY HEALTHCARE CENTER,(626) 285-2165,34.098898,-118.098775
950000031,LIVE OAK REHABILITATION CENTER,(626) 289-3763,34.10033,-118.107661
950000032,MESA GLEN CARE CENTER,(626) 963-6091,34.127078,-117.855141
950000033,CHINO VALLEY HEALTH CARE CENTER,(909) 628-1245,34.02855,-117.740374
950000036,OLIVE VISTA BEHAVIORAL HEALTH CENTER,(909) 628-6024,34.029373,-117.740401
950000038,EL MONTE CONVALESCENT HOSPITAL,(626) 442-1500,34.083424,-118.062015
950000039,ATHERTON BAPTIST HOME-SAM B. WEST,(626) 289-4178,34.094416,-118.13461
950000040,COUNTRY OAKS CARE CENTER,(909) 622-1067,34.064602,-117.752767
950000041,POMONA VISTA CARE CENTER,(909) 623-2481,34.063974,-117.75223
950000042,COUNTRY VILLA CLAREMONT HEALTHCARE CENTER,(909) 624-4511,34.085469,-117.719164
950000044,WEST HAVEN HEALTHCARE,(626) 962-4461,34.067843,-117.941162
950000045,ARCADIA HEALTH CARE CENTER,(626) 445-2170,34.120969,-118.055022
950000048,MONROVIA GARDENS HEALTHCARE CENTER,(626) 358-4547,34.132181,-118.012043
950000049,WEST COVINA HEALTHCARE CENTER,(626) 962-3368,34.070662,-117.948939
950000052,CASA BONITA CONVALESCENT HOSPITAL,(909) 599-1248,34.106698,-117.797297
950000053,CLAREMONT MANOR CARE CENTER,(909) 626-1227,34.096502,-117.724285
950000054,BEACON HEALTHCARE CENTER,(626) 962-4489,34.086051,-117.934323
950000056,DEL MAR CONVALESCENT HOSPITAL,(626) 288-8353,34.065322,-118.099468
950000057,"PINE GROVE HEALTHCARE & WELLNESS CENTRE, LP",(626) 285-3131,34.104489,-118.090991
950000058,GREEN ACRES LODGE,(626) 280-2293,34.045392,-118.09243
950000061,SUNNY VIEW CARE CENTER,(626) 576-1032,34.075963,-118.141801
950000062,HUNTINGTON DRIVE HEALTH AND REHABILITATION CENTER,(626) 445-2421,34.140103,-118.022288
950000066,LANDMARK MEDICAL CENTER,(909) 593-2585,34.083603,-117.752588
950000073,MONROVIA POST ACUTE,(626) 359-6618,34.139516,-117.978828
950000078,MOUNT SAN ANTONIO GARDENS,(909) 624-5061,34.098761,-117.73436
950000079,INLAND VALLEY CARE AND REHABILITATION CENTER,(909) 623-7100,34.077403,-117.754439
950000081,PARK AVENUE HEALTHCARE & WELLNESS CENTER,(909) 623-0791,34.074371,-117.754881
950000088,CLARA BALDWIN STOCKER HOME,(626) 962-7151,34.065173,-117.925398
950000101,"ALHAMBRA HEALTHCARE & WELLNESS CENTRE, LP",(626) 282-3151,34.09958,-118.129987
950000103,EASTLAND SUBACUATE AND REHABILITATION CENTER,(626) 444-2535,34.070848,-118.007895
950000104,ROYAL GARDENS HEALTHCARE,(626) 289-7809,34.077068,-118.14941
950000236,CITRUS VALLEY HOSPICE,(626) 859-2263,34.085679,-117.905506
950000249,MAYFLOWER CARE CENTER,(626) 579-1602,34.094829,-118.012692
950000256,KINDRED TRANSITIONAL CARE AND REHABILITATION-FOOTHILL,(626) 335-9810,34.132437,-117.86956
950000277,BROOKDALE SAN DIMAS,(909) 394-0304,34.078808,-117.817623
960000187,MULTISERVICE FAMILY CENTER,(310) 412-0202,33.963428,-118.353329
960000189,WATTS HEALTH CENTER,(323) 357-6683,33.942701,-118.246213
960000239,WRIGHT INSTITUTE LOS ANGELES CLINIC,(424) 371-5191,34.032925,-118.45088
960000522,ALTAMED MEDICAL GROUP,(562) 949-6069,33.968314,-118.09657
960000578,CLINICA MSR. OSCAR A. ROMERO,(213) 201-2745,34.065935,-118.270812
960000716,COMMUNITY SPEECH AND HEARING CENTER,(818) 774-0224,34.171196,-118.54207
960000858,UCP/SCF ICF/DD-N OLTON HOUSE,(818) 998-8755,34.27124,-118.606785
960000869,UCP/SCF ICF/DD-N WENDT HOUSE,(818) 998-8755,34.27124,-118.606785
960000872,ROSE DIVISION,(562) 866-1562,33.869627,-118.128167
960000882,UCP/SCF ICF/DD-H HUBBARD,(818) 364-2633,34.298635,-118.440232
960000883,VALLEY VILLAGE LURLINE HOUSE,(818) 587-9450,34.259567,-118.584223
960000887,UCP/SCF ICF/DD-N WESTLAKE HOUSE,(818) 998-8755,34.27124,-118.606785
960000889,UCP LONGO HOUSE,(818) 998-8755,34.27124,-118.606785
960000897,UCP/SCF ICF/DD-N NEWPORT HOUSE,(818) 998-8755,34.27124,-118.606785
960000900,UCP/SCF ICF/DD-N MAX FACTOR HOUSE,(818) 998-8755,34.27124,-118.606785
960000904,UCP/SCF ICF/DD-H BLEDSOE,(818) 367-2256,34.320154,-118.448643
960000907,EDGEWOOD CENTER,(626) 334-7861,34.117967,-117.909017
960000909,UCP/SCF ICF/DD-H RANCH HOUSE,(818) 364-2746,34.318691,-118.473264
960000914,UCP/SCF ICF/DD-N BRADLEY,(818) 362-7687,34.312833,-118.469284
960000915,EAGLEDALE DIVISION,(323) 254-5317,34.145123,-118.228118
960000925,SILVER SPRAY HOUSE,(909) 860-0777,34.025789,-117.796478
960000927,PALOMINO HOUSE,(909) 860-0486,34.025801,-117.80208
960000929,JULIAN HOUSE,(909) 861-2898,34.027092,-117.786899
960000930,SVS SAN GABRIEL GROUP HOME,(626) 286-1274,34.124648,-118.083038
960000939,TERHUNE DIVISION,(818) 504-9134,34.23248,-118.36341
960000945,GOLDEN STATE CARE CENTER,(626) 962-3274,34.069039,-117.967448
960000947,HELEN EVANS HOME,(626) 330-4048,34.015445,-117.976863
960000949,"GLENRIDGE CENTER, #140",(818) 637-7727,34.138317,-118.257893
960000954,"HARBOR HEALTH CARE, INC. ANTONIO DIVISION",(562) 926-9492,33.869249,-118.038227
960000956,"HARBOR HEALTH CARE, INC. - HOBACK DIVISION",(562) 929-2955,33.908851,-118.092895
960000962,BURNETTS,(562) 942-7343,33.984618,-118.094197
960000966,ROBILYN GUEST HOME IV,(909) 621-0810,34.08307,-117.722611
960000973,"HARBOR HEALTH CARE, INC. - DESTINO DIVISION",(562) 926-5994,33.871367,-118.042325
960000976,"HARBOR HEALTH CARE, INC. - BRIAR DIVISION",(562) 929-2776,33.906901,-118.10715
960000981,"HARBOR HEALTH CARE, INC. - ARKANSAS DIVISION",(562) 924-7941,33.879213,-118.084813
960000984,"HARBOR HEALTH CARE, INC. - BAYLOR DIVISION",(562) 865-0669,33.8859,-118.088515
960000985,BERRYMAN HOUSE,(310) 397-7922,33.996193,-118.40669
960000997,UCP/SCF ICF/DD-H HARBOR,(310) 326-0089,33.795816,-118.308582
960001043,PHOENIX DIVISION,(562) 866-8235,33.869627,-118.128215
960001050,HOLY INFANT HOME FOR CHILDREN,(626) 962-8568,34.097832,-117.974706
960001055,BEACH AVENUE HOUSE,(310) 671-5791,33.952135,-118.327651
960001071,MINUET DIVISION,(562) 866-2562,33.869626,-118.127835
960001096,PURE JOY #1,(562) 943-8134,33.911757,-117.99233
960001097,PURE JOY #2,(562) 946-4784,33.936699,-118.012218
960001148,GRANADA DIVISION,(562) 804-0624,33.86965,-118.122217
960001150,CAMELOT DIVISION,(562) 804-6453,33.869649,-118.12243
960001152,CAPISTRANO DIVISION,(562) 804-0625,33.86965,-118.122181
960001172,MOUNTAINGATE HOUSE - PROJECT SIX,(818) 895-7277,34.230991,-118.481734
960001175,NEW HORIZONS,(818) 893-1375,34.228359,-118.474842
960001196,THE RANCHITO,(626) 443-0968,34.090017,-118.020384
960001204,VALLEY VILLAGE HAYVENHURST HOUSE,(818) 587-9450,34.239183,-118.493735
960001210,LINDLEY HOUSE ONE,(818) 705-8071,34.214976,-118.527369
960001221,"UNITED CARE HOMES, INC. - CAMWOOD",(626) 810-5567,33.982013,-117.879112
960001228,"INDEPENDENT OPTIONS, INC., KIOWA CREST HOUSE",(909) 396-0701,33.993908,-117.832332
960001255,JO-MI INTERMEDIATE CARE FAC/DEVELOPMENTALLY-NRSG,(626) 854-0670,34.015472,-117.898864
960001273,VALLEY VILLAGE BAIRD HOUSE,(818) 587-9450,34.189398,-118.537625
960001274,VALLEY VILLAGE PARTHENIA HOUSE,(818) 587-9450,34.228184,-118.578358
960001275,VALLEY VILLAGE ARCHWOOD HOUSE,(818) 587-9450,34.191671,-118.644844
960001280,"INDEPENDENT OPTIONS, INC./KIOWA CREST II",(909) 861-4772,33.99187,-117.829555
960001306,OASIS HOUSE,(909) 484-5561,34.110107,-117.793941
960001316,PALM HOUSE,(909) 394-1385,34.111977,-117.787204
960001323,QUARTZ HOUSE,(909) 596-5661,34.118703,-117.757688
960001351,CEDAR HOUSE,(626) 443-0566,34.083717,-118.023575
960001366,SCHMIDT HOUSE,,34.094423,-118.008192
960001407,CLARK DIVISION,(562) 866-4179,33.906535,-118.134039
960001409,ST. LUCY'S GROUP HOME FOR CHILDREN,(626) 814-1603,34.09707,-117.970347
960001412,NEW HORIZONS B,(818) 892-0054,34.228308,-118.475971
960001413,NEW HORIZONS A,(818) 892-0978,34.228308,-118.475971
960001416,"INDEPENDENT OPTIONS, BRONZE KNOLL HOUSE",(909) 860-4392,33.992769,-117.808578
960001443,VALLEY VILLAGE MARLIN HOUSE,(818) 587-6313,34.196912,-118.616146
960001444,VALLEY VILLAGE LANARK HOUSE,(818) 901-4863,34.217185,-118.432905
960001445,STAHL HOUSE,(626) 449-2919,34.169738,-118.114209
960001450,VALLEY VILLAGE VARIEL HOUSE,(818) 773-2028,34.254874,-118.59296
960001471,VALLEY VILLAGE BRADLEY HOUSE,(818) 362-6165,34.316436,-118.474052
960001482,ARLINGTON HOME #2,(310) 328-8365,33.825901,-118.31775
960001484,ARLINGTON HOME #1,(310) 328-1355,33.829956,-118.317734
960001498,TLC - LINDLEY II,(818) 705-8072,34.214976,-118.527369
960001506,GABLE DIVISION,(562) 920-5755,33.906526,-118.13404
960001515,THOREAU HOUSE II,(323) 779-2051,33.935571,-118.312663
960001522,EMILY CARE CENTER,(818) 767-2913,34.232488,-118.392679
960001535,THE TREATMENT OF THE EMOTIONALLY HANDICAPPED,(000) 000-0000,34.231924,-118.466176
960001548,BROWN HOUSE,(626) 449-2919,34.153532,-118.10629
960001550,LOMITA GROUP HOME,(818) 895-5517,34.230991,-118.48154
960001553,HOLY HILL HOME CARE/BENFIELD HOME,(562) 863-5490,33.896313,-118.098147
960001554,ARLINGTON HOME #3,(310) 534-4396,33.802485,-118.322639
960001562,C AND C QUALITY CARE HOME,(310) 419-0616,33.955322,-118.349078
960001584,JOYCE MARIE HOMES INC,(310) 204-2479,34.034035,-118.383572
960001598,GLENCREST DIVISION,(323) 255-3502,34.14505,-118.228116
960001601,NORMANDIE PLACE,(310) 767-1390,33.899874,-118.300439
960001603,R & D HOME CARE,(424) 292-3764,33.884048,-118.289246
960001607,MATHARU ASSISTED LIVING #4,(310) 328-8482,33.891491,-118.347471
960001619,WEST LA SUPPORT SERVICES HOME #1,(323) 935-2244,34.049596,-118.36389
960001621,WEST LA SUPPORT SERVICES HOME #2,(323) 935-4851,34.041717,-118.370943
960001643,ARLINGTON HOME #4,(562) 422-2389,33.87219,-118.159929
960001646,ARLINGTON HOME #5,(562) 929-2733,33.898971,-118.082513
960001670,STORM INN,(626) 810-5620,33.969624,-117.903388
960001677,SPECIAL ADULT CARE HOME,(909) 681-8881,34.121872,-118.167779
960001678,TLC - DEVONSHIRE HOUSE,(818) 701-5215,34.257281,-118.58273
960001679,PECK HOUSE,(310) 325-5452,33.790374,-118.332427
960001702,BIXBY KNOLL PLACE,(562) 595-9713,33.824423,-118.192874
960001713,"BEST CARE HOME I, INC.",(562) 804-0849,33.873789,-118.181139
960001718,NEW HORIZONS C,(818) 893-1594,34.228359,-118.474842
960001720,MOUNTAIN HOME,(909) 648-9395,34.118524,-117.728933
960001723,"JENYMEL'S HOME CARE, INC. II",(562) 809-7758,33.857287,-118.074374
960001724,ANGELS GARDEN HOME,(714) 782-2017,33.891868,-118.318834
960001738,VALLEY VILLAGE ALTANO HOUSE,(818) 361-4222,34.305662,-118.413797
960001743,MIDOMAR HOMES I,(562) 865-3337,33.869009,-118.070782
960001765,ST. MARY'S HOME ICF - DDN,(626) 363-4484,34.033741,-117.92237
960001770,VALLEY VILLAGE COZYCROFT HOUSE,(818) 773-2056,34.254235,-118.581846
960001771,VALLEY VILLAGE TUPPERHOUSE,(818) 894-5552,34.239255,-118.483696
960001789,MARKWAY HOUSE,(909) 593-2858,34.10554,-117.753079
960001790,OAKBANK HOME,(626) 332-8542,34.111135,-117.883664
960001792,FELIZ HEALTH CARE CENTER,(562) 924-2036,33.869379,-118.069983
960001793,STORMHAVEN,(909) 595-2955,34.003052,-117.875468
960001794,TLC - RINALDI HOUSE,(818) 832-9834,34.278815,-118.503241
960001807,UNITED CARE HOMES-VALINDA,(626) 333-4424,34.039907,-117.93706
960001809,TEMPLE GARDEN HOMES,(626) 286-6408,34.104364,-118.069385
960001810,DIAMOND RANCH,(909) 623-6256,34.046763,-117.781727
960001811,THOREAU HOUSE I,(323) 779-2051,33.935625,-118.312569
960001818,ACRE,(818) 893-8370,34.230161,-118.483216
960001819,VALJEAN,(818) 893-7596,34.237751,-118.487253
960001821,TLC - ELKWOOD HOUSE,(818) 344-7207,34.212919,-118.539746
960001826,G M HOME II,(562) 946-9266,33.912103,-118.016103
960001827,NOVACARE REHAB. AGENCY OF SOUTHERN CALIFORNIA INC.,(562) 945-6366,33.982745,-118.034746
960001831,ARLINGTON HOME #6,(310) 326-6219,33.807082,-118.30862
960001836,IDEAL HOME CARE,(310) 973-8266,33.914667,-118.362454
960001841,HOLY HILL HOME CARE/BELLFLOWER HOME,(562) 920-8259,33.896644,-118.122442
960001842,CALERA HOME,(626) 966-4529,34.108983,-117.884608
960001851,SOUTH GATE P.T. AND SPORTS MEDICINE CENTER,(323) 563-1160,33.943673,-118.200434
960001871,JO-MI ALTA 5,(626) 791-1321,34.181266,-118.135943
960001894,RCN PEDIATRIC CARE,(626) 917-6674,34.047193,-117.947255
960001895,VALLEY VILLAGE LE MARSH HOUSE,(818) 587-9450,34.255465,-118.583979
960001896,JANRAY,(562) 906-2992,33.913631,-118.020269
960001898,EMILY CARE CENTER II,(818) 504-4881,34.215749,-118.393421
960001900,ABLANO HOME,(626) 964-5898,33.975287,-117.900916
960001904,"LIN-ROS BEST HOME CARE, INC.",(562) 867-0792,33.866408,-118.115266
960001906,NEARGROVE HOUSE,(714) 228-1276,33.900868,-118.0172
960001907,FAIRVIEW HOUSE,(310) 223-5920,33.924999,-118.212724
960001910,MIRAJOY HOME I,(909) 860-2150,34.024129,-117.80523
960001911,FELIZ HEALTH CARE CENTER II,(310) 518-9502,33.834961,-118.268877
960001920,LAS CASAS HOUSE,(909) 593-0194,34.117534,-117.747465
960001924,MATHARU ASSISTED LIVING,(310) 973-2902,33.893022,-118.342505
960001926,TEMPLE GARDEN HOMES NO. 2 - ICF/DD-N,(323) 254-6991,34.123026,-118.213767
960001949,BURTON HOME,(818) 703-8330,34.218407,-118.62227
960001956,VALLEY VILLAGE GLADSTONE HOUSE,(818) 587-9450,34.302348,-118.418836
960001959,ELDERLINK,(310) 392-4169,34.010433,-118.482267
960001961,CARE CENTER REHABILITATION AND PAIN MANAGEMENT,(818) 784-0990,34.157725,-118.493728
960001962,"KOLES'S PLACE, INC.",(310) 670-6965,33.958819,-118.422363
960001965,BOWLING HOUSE,(909) 626-8204,34.11769,-117.722165
960001975,ARMSTRONG HOUSE,(909) 621-9324,34.12966,-117.71796
960001977,REALITOS DIVISION,(909) 392-3915,34.120398,-117.757528
960001986,UCP DRONFIELD SOUTH,(818) 364-5911,34.312342,-118.44299
960001997,UCP DRONFIELD NORTH,(818) 364-5911,34.312395,-118.443059
960002015,DURNESS HOME,(626) 960-7273,34.057983,-117.947689
960002024,UCP AMESTOY SOUTH,(818) 832-3637,34.260991,-118.506635
960002027,UCP AMESTOY NORTH,(818) 782-2211,34.260977,-118.506635
960002030,COMMUNITY THERAPIES,(805) 945-7878,34.591453,-118.146577
960002036,JENYMEL'S HOME CARE INC. III,(562) 924-8557,33.865262,-118.073513
960002040,RAINBOW HORIZONS,(818) 830-9691,34.229174,-118.476425
960002043,PARTHENIA NORTH,(818) 893-8273,34.228378,-118.478265
960002058,BEST CARE HOME II,(562) 423-4273,33.872365,-118.181136
960002060,RAYMOND HOUSE,(310) 223-5920,33.887203,-118.235762
960002063,UNITED CARE HOMES - KINBRAE,(626) 369-2970,34.015396,-117.981612
960002068,C AND C QUALITY CARE HOMES II,(323) 758-3863,33.963656,-118.332176
960002072,DANIEL'S CARE CENTER,(310) 217-0437,33.886502,-118.298257
960002077,MARY'S HOUSE,(310) 675-2887,33.896271,-118.359498
960002080,BEVERLY HILLS QUALITY CARE CENTER,(818) 786-6897,34.184629,-118.435575
960002089,SUNBURST CARE CENTER,(818) 892-1922,34.234765,-118.494859
960002094,TLC - DONNA HOUSE,(818) 407-1411,34.243852,-118.54744
960002096,CANYON HOME II,(818) 353-8214,34.267024,-118.320533
960002098,G E PEDIATRIC CARE,(626) 964-4004,34.004537,-117.892073
960002101,SELECT PHYSICAL THERAPY,(310) 665-7100,33.976982,-118.393162
960002102,LAFONDA DIVISION,(714) 228-1152,33.897296,-118.001417
960002115,TEMPLE GARDEN HOMES #3,(626) 292-1952,34.100327,-118.060492
960002142,MATHARU ASSISTED LIVING #2,(310) 973-4878,33.891655,-118.333455
960002146,JOSEPH S. LUK PHYSICAL THERAPY INC.,(818) 240-5012,34.158476,-118.262848
960002148,VALLEY VILLAGE CORBIN HOUSE,(818) 587-9450,34.246602,-118.56235
960002158,"MVM HOME, INC.",(310) 522-0125,33.819247,-118.264261
960002170,ROBILYN'S GUEST HOME,(310) 830-7231,33.824579,-118.271467
960002173,G M HOME I,(562) 947-7128,33.912576,-118.00828
960002185,PHYSIOTHERAPY ASSOCIATES LONG BEACH,(562) 432-0315,33.77963,-118.188025
960002188,PHYSIOTHERAPY MANHATTAN BEACH,(310) 376-4174,33.901805,-118.387465
960002191,WESTSIDE PHYSICAL THERAPY,(310) 828-7239,34.037877,-118.475222
960002204,J-J EXCELCARE HOME 2,(818) 349-5141,34.215555,-118.576
960002211,R & C QUALITY CARE,(626) 918-8269,34.056261,-117.935194
960002218,LAVERNA GUEST HOME,(323) 254-3621,34.133667,-118.216803
960002233,"SKYPARK PHYSICAL THERAPY, INC.",(310) 373-5288,33.813808,-118.350986
960002276,MORRIS HOME,(626) 851-8030,34.077867,-117.945511
960002280,GERELYN PEDIATRIC CARE,(626) 839-5777,34.004427,-117.880834
960002282,INDEPENDENT PHYSICAL THERAPY - PALOS VERDES,(310) 377-7878,33.772725,-118.374855
960002283,IPT MANHATTAN BEACH,(310) 939-7878,33.887397,-118.401739
960002284,INDEPENDENT PHYSICAL THERAPY - CARSON,(310) 233-3232,33.831594,-118.260563
960002285,"INDEPENDENT PHYSICAL THERAPY, INC.",(310) 539-8800,33.824719,-118.343018
960002286,INDEPENDENT PHYSICAL THERAPY - WESTWOOD,(310) 208-2343,34.065072,-118.445872
960002288,IPT LONG BEACH,(562) 490-0446,33.808046,-118.184712
960002291,CANYON HOME III,(818) 321-6341,34.270912,-118.309199
960002295,FORBES DIVISION,(909) 625-3942,34.128361,-117.715793
960002306,BEVERLY HILLS HAND AND REHAB CENTER,(310) 271-7686,34.056977,-118.396613
960002308,BRIAN AVENUE HOME,(626) 384-1773,34.145649,-117.91617
960002310,OCCIDENTAL HOME,(909) 624-4954,34.119499,-117.73385
960002312,GRAND AVENUE HOME,(626) 857-0542,34.141874,-117.872447
960002314,SUNDANCE HOUSE,(562) 833-5803,34.03608,-117.772865
960002316,FLORINDA STREET HOME,(909) 392-3182,34.107087,-117.755616
960002320,11 TH STREET HOME,(626) 384-1773,34.140857,-117.90415
